dia,franja,tipo,uso_armas,barrio
Jueves,11,Lesiones por siniestro vial,,Belgrano
Viernes,13,Lesiones por siniestro vial,,
Viernes,13,Lesiones por siniestro vial,,Saavedra
Viernes,12,Lesiones por siniestro vial,,Nueva Pompeya
Viernes,13,Lesiones por siniestro vial,,Belgrano
Viernes,14,Lesiones por siniestro vial,,Villa Crespo
Viernes,15,Lesiones por siniestro vial,,
Viernes,17,Lesiones por siniestro vial,,
Viernes,16,Lesiones por siniestro vial,,Parque Chacabuco
Viernes,16,Lesiones por siniestro vial,,Parque Patricios
Viernes,17,Lesiones por siniestro vial,,Nuñez
Viernes,12,Lesiones por siniestro vial,,Belgrano
Viernes,18,Lesiones por siniestro vial,,Barracas
Viernes,20,Lesiones por siniestro vial,,Saavedra
Viernes,19,Lesiones por siniestro vial,,
Viernes,19,Lesiones por siniestro vial,,Belgrano
Viernes,22,Lesiones por siniestro vial,,Villa Crespo
Sábado,1,Lesiones por siniestro vial,,
Viernes,22,Lesiones por siniestro vial,,Villa Real
Viernes,22,Lesiones por siniestro vial,,Villa Real
Sábado,4,Lesiones por siniestro vial,,Villa Lugano
Sábado,9,Lesiones por siniestro vial,,
Sábado,7,Lesiones por siniestro vial,,Villa Gral. Mitre
Sábado,9,Lesiones por siniestro vial,,Flores
Jueves,23,Lesiones por siniestro vial,,Caballito
Sábado,12,Lesiones por siniestro vial,,Parque Chas
Sábado,14,Lesiones por siniestro vial,,
Viernes,8,Lesiones por siniestro vial,,Flores
Jueves,19,Lesiones por siniestro vial,,Villa Urquiza
Sábado,19,Lesiones por siniestro vial,,Mataderos
Domingo,0,Lesiones por siniestro vial,,Villa Urquiza
Domingo,18,Lesiones por siniestro vial,,Villa Lugano
Domingo,1,Lesiones por siniestro vial,,Caballito
Domingo,5,Lesiones por siniestro vial,,Colegiales
Domingo,7,Lesiones por siniestro vial,,Palermo
Domingo,6,Lesiones por siniestro vial,,Nuñez
Domingo,7,Lesiones por siniestro vial,,Boca
Domingo,8,Lesiones por siniestro vial,,Almagro
Sábado,13,Lesiones por siniestro vial,,Vélez Sársfield
Domingo,14,Lesiones por siniestro vial,,Villa Riachuelo
Domingo,11,Lesiones por siniestro vial,,Balvanera
Domingo,13,Lesiones por siniestro vial,,Villa Crespo
Domingo,17,Lesiones por siniestro vial,,Monte Castro
Domingo,18,Lesiones por siniestro vial,,Villa Devoto
Domingo,20,Lesiones por siniestro vial,,Nueva Pompeya
Lunes,7,Lesiones por siniestro vial,,Villa Crespo
Lunes,7,Lesiones por siniestro vial,,Saavedra
Lunes,9,Lesiones por siniestro vial,,Villa Del Parque
Lunes,10,Lesiones por siniestro vial,,Villa Santa Rita
Miércoles,12,Lesiones por siniestro vial,,Floresta
Lunes,12,Lesiones por siniestro vial,,
Lunes,12,Lesiones por siniestro vial,,
Lunes,11,Lesiones por siniestro vial,,Almagro
Lunes,12,Lesiones por siniestro vial,,Parque Avellaneda
Lunes,12,Lesiones por siniestro vial,,Parque Avellaneda
Lunes,14,Lesiones por siniestro vial,,Nuñez
Lunes,15,Lesiones por siniestro vial,,Parque Patricios
Lunes,14,Lesiones por siniestro vial,,San Nicolás
Lunes,17,Lesiones por siniestro vial,,Retiro
Domingo,18,Lesiones por siniestro vial,,Nuñez
Domingo,18,Lesiones por siniestro vial,,Nuñez
Lunes,18,Lesiones por siniestro vial,,Almagro
Lunes,18,Lesiones por siniestro vial,,Nuñez
Lunes,15,Lesiones por siniestro vial,,Belgrano
Lunes,19,Lesiones por siniestro vial,,Almagro
Lunes,17,Lesiones por siniestro vial,,Colegiales
Lunes,19,Lesiones por siniestro vial,,Palermo
Martes,0,Lesiones por siniestro vial,,Villa Riachuelo
Martes,0,Lesiones por siniestro vial,,Recoleta
Martes,5,Lesiones por siniestro vial,,Floresta
Sábado,14,Lesiones por siniestro vial,,Barracas
Martes,7,Lesiones por siniestro vial,,Villa Pueyrredón
Martes,8,Lesiones por siniestro vial,,San Cristóbal
Martes,7,Lesiones por siniestro vial,,Nueva Pompeya
Martes,10,Lesiones por siniestro vial,,Belgrano
Martes,9,Lesiones por siniestro vial,,Balvanera
Martes,9,Lesiones por siniestro vial,,San Nicolás
Martes,10,Lesiones por siniestro vial,,Belgrano
Martes,10,Lesiones por siniestro vial,,Balvanera
Martes,13,Lesiones por siniestro vial,,Villa Lugano
Martes,16,Lesiones por siniestro vial,,Floresta
Martes,14,Lesiones por siniestro vial,,San Telmo
Martes,17,Lesiones por siniestro vial,,Retiro
Martes,18,Lesiones por siniestro vial,,Balvanera
Jueves,17,Lesiones por siniestro vial,,Constitución
Sábado,20,Lesiones por siniestro vial,,Coghlan
Martes,14,Lesiones por siniestro vial,,Balvanera
Martes,12,Lesiones por siniestro vial,,Parque Chacabuco
Martes,20,Lesiones por siniestro vial,,Boedo
Martes,20,Lesiones por siniestro vial,,Floresta
Martes,23,Lesiones por siniestro vial,,Vélez Sársfield
Martes,22,Lesiones por siniestro vial,,Balvanera
Martes,22,Lesiones por siniestro vial,,San Cristóbal
Martes,23,Lesiones por siniestro vial,,Flores
Miércoles,1,Lesiones por siniestro vial,,Balvanera
Miércoles,0,Lesiones por siniestro vial,,Recoleta
Martes,20,Lesiones por siniestro vial,,Constitución
Miércoles,7,Lesiones por siniestro vial,,Palermo
Miércoles,8,Lesiones por siniestro vial,,Parque Patricios
Miércoles,8,Lesiones por siniestro vial,,Villa Real
Miércoles,10,Lesiones por siniestro vial,,Boca
Viernes,8,Lesiones por siniestro vial,,
Miércoles,9,Lesiones por siniestro vial,,Parque Chas
Miércoles,12,Lesiones por siniestro vial,,Recoleta
Miércoles,11,Lesiones por siniestro vial,,Constitución
Miércoles,12,Lesiones por siniestro vial,,Saavedra
Domingo,11,Lesiones por siniestro vial,,Almagro
Miércoles,11,Lesiones por siniestro vial,,Palermo
Miércoles,14,Lesiones por siniestro vial,,
Miércoles,14,Lesiones por siniestro vial,,San Nicolás
Jueves,16,Lesiones por siniestro vial,,Palermo
Miércoles,14,Lesiones por siniestro vial,,San Nicolás
Miércoles,17,Lesiones por siniestro vial,,Floresta
Miércoles,15,Lesiones por siniestro vial,,Caballito
Miércoles,17,Lesiones por siniestro vial,,Villa Devoto
Miércoles,17,Lesiones por siniestro vial,,Saavedra
Miércoles,19,Lesiones por siniestro vial,,Balvanera
Miércoles,18,Lesiones por siniestro vial,,Chacarita
Sábado,17,Lesiones por siniestro vial,,Villa Lugano
Miércoles,20,Lesiones por siniestro vial,,Villa Santa Rita
Miércoles,18,Lesiones por siniestro vial,,Balvanera
Miércoles,18,Lesiones por siniestro vial,,Puerto Madero
Jueves,1,Lesiones por siniestro vial,,Villa Ortuzar
Miércoles,23,Lesiones por siniestro vial,,
Jueves,2,Lesiones por siniestro vial,,Barracas
Jueves,6,Lesiones por siniestro vial,,Villa Pueyrredón
Jueves,7,Lesiones por siniestro vial,,Villa Lugano
Jueves,7,Lesiones por siniestro vial,,Barracas
Jueves,9,Lesiones por siniestro vial,,Saavedra
Jueves,9,Lesiones por siniestro vial,,Chacarita
Jueves,13,Lesiones por siniestro vial,,Retiro
Jueves,23,Lesiones por siniestro vial,,San Cristóbal
Domingo,22,Lesiones por siniestro vial,,Recoleta
Jueves,13,Lesiones por siniestro vial,,Palermo
Jueves,13,Lesiones por siniestro vial,,San Telmo
Jueves,13,Lesiones por siniestro vial,,Villa Del Parque
Jueves,17,Lesiones por siniestro vial,,
Jueves,16,Lesiones por siniestro vial,,Almagro
Jueves,16,Lesiones por siniestro vial,,San Nicolás
Jueves,16,Lesiones por siniestro vial,,Retiro
Jueves,17,Lesiones por siniestro vial,,Boedo
Jueves,17,Lesiones por siniestro vial,,Recoleta
Jueves,18,Lesiones por siniestro vial,,Villa Riachuelo
Jueves,18,Lesiones por siniestro vial,,Nuñez
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,18,Lesiones por siniestro vial,,Flores
Jueves,19,Lesiones por siniestro vial,,Recoleta
Lunes,12,Lesiones por siniestro vial,,Palermo
Lunes,8,Lesiones por siniestro vial,,Villa Devoto
Lunes,9,Lesiones por siniestro vial,,Villa Devoto
Viernes,13,Lesiones por siniestro vial,,Villa Devoto
Jueves,22,Lesiones por siniestro vial,,Retiro
Jueves,22,Lesiones por siniestro vial,,Villa Urquiza
Jueves,7,Lesiones por siniestro vial,,San Telmo
Jueves,21,Lesiones por siniestro vial,,Balvanera
Jueves,22,Lesiones por siniestro vial,,
Viernes,0,Lesiones por siniestro vial,,Parque Patricios
Jueves,22,Lesiones por siniestro vial,,Puerto Madero
Viernes,3,Lesiones por siniestro vial,,Palermo
Viernes,7,Lesiones por siniestro vial,,Paternal
Viernes,9,Lesiones por siniestro vial,,Constitución
Viernes,9,Lesiones por siniestro vial,,Caballito
Viernes,8,Lesiones por siniestro vial,,Barracas
Viernes,10,Lesiones por siniestro vial,,Boedo
Viernes,13,Lesiones por siniestro vial,,Boedo
Viernes,13,Lesiones por siniestro vial,,Palermo
Viernes,11,Lesiones por siniestro vial,,Belgrano
Viernes,14,Lesiones por siniestro vial,,Boedo
Viernes,14,Lesiones por siniestro vial,,Parque Avellaneda
Viernes,17,Lesiones por siniestro vial,,Balvanera
Martes,8,Lesiones por siniestro vial,,Balvanera
Viernes,18,Lesiones por siniestro vial,,Boedo
Viernes,18,Lesiones por siniestro vial,,Villa Pueyrredón
Viernes,20,Lesiones por siniestro vial,,Nueva Pompeya
Viernes,21,Lesiones por siniestro vial,,
Viernes,21,Lesiones por siniestro vial,,Barracas
Viernes,19,Lesiones por siniestro vial,,Palermo
Viernes,22,Lesiones por siniestro vial,,Villa Urquiza
Sábado,1,Lesiones por siniestro vial,,Retiro
Sábado,5,Lesiones por siniestro vial,,Puerto Madero
Sábado,7,Lesiones por siniestro vial,,Caballito
Sábado,8,Lesiones por siniestro vial,,Nuñez
Sábado,8,Lesiones por siniestro vial,,Recoleta
Sábado,8,Lesiones por siniestro vial,,Flores
Sábado,12,Lesiones por siniestro vial,,Caballito
Sábado,0,Lesiones por siniestro vial,,Villa Crespo
Sábado,13,Lesiones por siniestro vial,,Boedo
Sábado,11,Lesiones por siniestro vial,,Balvanera
Sábado,12,Lesiones por siniestro vial,,Chacarita
Sábado,13,Lesiones por siniestro vial,,Caballito
Sábado,14,Lesiones por siniestro vial,,San Cristóbal
Sábado,16,Lesiones por siniestro vial,,Barracas
Sábado,18,Lesiones por siniestro vial,,Balvanera
Sábado,18,Lesiones por siniestro vial,,Monte Castro
Sábado,17,Lesiones por siniestro vial,,Mataderos
Sábado,20,Lesiones por siniestro vial,,Constitución
Sábado,21,Lesiones por siniestro vial,,Vélez Sársfield
Sábado,21,Lesiones por siniestro vial,,Balvanera
Sábado,22,Lesiones por siniestro vial,,Flores
Domingo,0,Lesiones por siniestro vial,,Nueva Pompeya
Domingo,2,Lesiones por siniestro vial,,Villa Crespo
Domingo,2,Lesiones por siniestro vial,,Villa Gral. Mitre
Domingo,8,Lesiones por siniestro vial,,Palermo
Domingo,8,Lesiones por siniestro vial,,Palermo
Domingo,9,Lesiones por siniestro vial,,Caballito
Domingo,8,Lesiones por siniestro vial,,San Telmo
Domingo,11,Lesiones por siniestro vial,,Villa Devoto
Domingo,14,Lesiones por siniestro vial,,Flores
Domingo,12,Lesiones por siniestro vial,,Saavedra
Domingo,14,Lesiones por siniestro vial,,Agronomía
Jueves,8,Lesiones por siniestro vial,,Nueva Pompeya
Domingo,15,Lesiones por siniestro vial,,Parque Chacabuco
Domingo,17,Lesiones por siniestro vial,,Almagro
Domingo,0,Lesiones por siniestro vial,,Palermo
Domingo,19,Lesiones por siniestro vial,,
Domingo,21,Lesiones por siniestro vial,,Monserrat
Domingo,22,Lesiones por siniestro vial,,Floresta
Domingo,21,Lesiones por siniestro vial,,Parque Avellaneda
Domingo,21,Lesiones por siniestro vial,,Constitución
Domingo,19,Lesiones por siniestro vial,,Almagro
Domingo,21,Lesiones por siniestro vial,,San Telmo
Lunes,8,Lesiones por siniestro vial,,Villa Lugano
Lunes,7,Lesiones por siniestro vial,,
Lunes,8,Lesiones por siniestro vial,,Palermo
Lunes,12,Lesiones por siniestro vial,,San Cristóbal
Lunes,12,Lesiones por siniestro vial,,Palermo
Lunes,14,Lesiones por siniestro vial,,Palermo
Domingo,17,Lesiones por siniestro vial,,Palermo
Lunes,14,Lesiones por siniestro vial,,Caballito
Lunes,17,Lesiones por siniestro vial,,
Lunes,14,Lesiones por siniestro vial,,Balvanera
Lunes,17,Lesiones por siniestro vial,,Balvanera
Lunes,19,Lesiones por siniestro vial,,Nueva Pompeya
Lunes,18,Lesiones por siniestro vial,,Retiro
Lunes,18,Lesiones por siniestro vial,,Caballito
Lunes,16,Lesiones por siniestro vial,,Colegiales
Lunes,18,Lesiones por siniestro vial,,Saavedra
Lunes,19,Lesiones por siniestro vial,,Belgrano
Lunes,9,Lesiones por siniestro vial,,Colegiales
Lunes,21,Lesiones por siniestro vial,,Villa Riachuelo
Lunes,20,Lesiones por siniestro vial,,Villa Santa Rita
Martes,1,Lesiones por siniestro vial,,Balvanera
Lunes,13,Lesiones por siniestro vial,,Chacarita
Martes,10,Lesiones por siniestro vial,,Nueva Pompeya
Martes,11,Lesiones por siniestro vial,,Flores
Martes,12,Lesiones por siniestro vial,,Chacarita
Martes,13,Lesiones por siniestro vial,,Mataderos
Martes,13,Lesiones por siniestro vial,,Monserrat
Martes,11,Lesiones por siniestro vial,,Retiro
Martes,16,Lesiones por siniestro vial,,Parque Patricios
Martes,16,Lesiones por siniestro vial,,Almagro
Martes,11,Lesiones por siniestro vial,,Balvanera
Martes,16,Lesiones por siniestro vial,,Villa Urquiza
Martes,8,Lesiones por siniestro vial,,Retiro
Martes,17,Lesiones por siniestro vial,,Nuñez
Martes,19,Lesiones por siniestro vial,,Caballito
Martes,18,Lesiones por siniestro vial,,Villa Santa Rita
Martes,14,Lesiones por siniestro vial,,Belgrano
Martes,18,Lesiones por siniestro vial,,Palermo
Martes,22,Lesiones por siniestro vial,,Caballito
Martes,23,Lesiones por siniestro vial,,Almagro
Martes,20,Lesiones por siniestro vial,,Flores
Martes,19,Lesiones por siniestro vial,,San Telmo
Miércoles,8,Lesiones por siniestro vial,,Mataderos
Lunes,20,Lesiones por siniestro vial,,Barracas
Martes,9,Lesiones por siniestro vial,,Flores
Miércoles,10,Lesiones por siniestro vial,,
Miércoles,10,Lesiones por siniestro vial,,Caballito
Martes,9,Lesiones por siniestro vial,,Villa Pueyrredón
Miércoles,10,Lesiones por siniestro vial,,Palermo
Sábado,12,Lesiones por siniestro vial,,Villa Lugano
Martes,17,Lesiones por siniestro vial,,Almagro
Miércoles,10,Lesiones por siniestro vial,,Balvanera
Martes,14,Lesiones por siniestro vial,,Balvanera
Miércoles,12,Lesiones por siniestro vial,,Palermo
Miércoles,12,Lesiones por siniestro vial,,Flores
Miércoles,12,Lesiones por siniestro vial,,Flores
Miércoles,12,Lesiones por siniestro vial,,Flores
Miércoles,15,Lesiones por siniestro vial,,Retiro
Miércoles,13,Lesiones por siniestro vial,,San Cristóbal
Viernes,16,Lesiones por siniestro vial,,Monserrat
Miércoles,16,Lesiones por siniestro vial,,Constitución
Miércoles,13,Lesiones por siniestro vial,,Villa Devoto
Miércoles,16,Lesiones por siniestro vial,,Villa Pueyrredón
Miércoles,16,Lesiones por siniestro vial,,Villa Del Parque
Miércoles,14,Lesiones por siniestro vial,,Parque Avellaneda
Miércoles,18,Lesiones por siniestro vial,,San Nicolás
Miércoles,18,Lesiones por siniestro vial,,Nueva Pompeya
Miércoles,18,Lesiones por siniestro vial,,Almagro
Viernes,17,Lesiones por siniestro vial,,Belgrano
Miércoles,17,Lesiones por siniestro vial,,Constitución
Miércoles,15,Lesiones por siniestro vial,,Palermo
Miércoles,18,Lesiones por siniestro vial,,Monserrat
Miércoles,18,Lesiones por siniestro vial,,Retiro
Miércoles,17,Lesiones por siniestro vial,,Monserrat
Miércoles,21,Lesiones por siniestro vial,,Nuñez
Miércoles,22,Lesiones por siniestro vial,,Villa Riachuelo
Miércoles,22,Lesiones por siniestro vial,,Barracas
Miércoles,23,Lesiones por siniestro vial,,Versalles
Jueves,1,Lesiones por siniestro vial,,Villa Crespo
Jueves,1,Lesiones por siniestro vial,,Flores
Jueves,2,Lesiones por siniestro vial,,Villa Crespo
Jueves,8,Lesiones por siniestro vial,,Parque Patricios
Jueves,10,Lesiones por siniestro vial,,Villa Gral. Mitre
Jueves,9,Lesiones por siniestro vial,,Caballito
Jueves,10,Lesiones por siniestro vial,,Nueva Pompeya
Jueves,10,Lesiones por siniestro vial,,Saavedra
Jueves,11,Lesiones por siniestro vial,,Barracas
Jueves,11,Lesiones por siniestro vial,,Monte Castro
Miércoles,11,Lesiones por siniestro vial,,Flores
Jueves,13,Lesiones por siniestro vial,,Villa Real
Jueves,13,Lesiones por siniestro vial,,Villa Gral. Mitre
Jueves,15,Lesiones por siniestro vial,,Almagro
Jueves,12,Lesiones por siniestro vial,,Villa Devoto
Jueves,12,Lesiones por siniestro vial,,San Nicolás
Jueves,14,Lesiones por siniestro vial,,Recoleta
Jueves,15,Lesiones por siniestro vial,,Almagro
Jueves,15,Lesiones por siniestro vial,,Parque Avellaneda
Jueves,13,Lesiones por siniestro vial,,Caballito
Jueves,16,Lesiones por siniestro vial,,Nuñez
Jueves,18,Lesiones por siniestro vial,,Villa Del Parque
Jueves,20,Lesiones por siniestro vial,,Villa Ortuzar
Jueves,19,Lesiones por siniestro vial,,
Jueves,21,Lesiones por siniestro vial,,Caballito
Jueves,19,Lesiones por siniestro vial,,Constitución
Viernes,0,Lesiones por siniestro vial,,Nuñez
Viernes,6,Lesiones por siniestro vial,,Villa Crespo
Viernes,7,Lesiones por siniestro vial,,Nueva Pompeya
Jueves,5,Lesiones por siniestro vial,,Barracas
Viernes,5,Lesiones por siniestro vial,,Barracas
Viernes,8,Lesiones por siniestro vial,,Balvanera
Viernes,12,Lesiones por siniestro vial,,Villa Pueyrredón
Viernes,11,Lesiones por siniestro vial,,Balvanera
Viernes,12,Lesiones por siniestro vial,,Villa Devoto
Viernes,12,Lesiones por siniestro vial,,Villa Devoto
Viernes,14,Lesiones por siniestro vial,,
Viernes,14,Lesiones por siniestro vial,,Barracas
Viernes,15,Lesiones por siniestro vial,,Recoleta
Viernes,17,Lesiones por siniestro vial,,Villa Urquiza
Viernes,16,Lesiones por siniestro vial,,Coghlan
Viernes,17,Lesiones por siniestro vial,,Villa Ortuzar
Viernes,12,Lesiones por siniestro vial,,Balvanera
Viernes,17,Lesiones por siniestro vial,,Palermo
Domingo,1,Lesiones por siniestro vial,,Saavedra
Viernes,15,Lesiones por siniestro vial,,Villa Urquiza
Viernes,17,Lesiones por siniestro vial,,Monte Castro
Viernes,18,Lesiones por siniestro vial,,Flores
Viernes,19,Lesiones por siniestro vial,,
Sábado,10,Lesiones por siniestro vial,,Nuñez
Viernes,19,Lesiones por siniestro vial,,Villa Gral. Mitre
Viernes,17,Lesiones por siniestro vial,,Flores
Viernes,16,Lesiones por siniestro vial,,San Cristóbal
Viernes,17,Lesiones por siniestro vial,,Belgrano
Viernes,20,Lesiones por siniestro vial,,Caballito
Viernes,17,Lesiones por siniestro vial,,Balvanera
Viernes,22,Lesiones por siniestro vial,,Villa Ortuzar
Viernes,23,Lesiones por siniestro vial,,Caballito
Viernes,23,Lesiones por siniestro vial,,Agronomía
Sábado,1,Lesiones por siniestro vial,,Caballito
Viernes,23,Lesiones por siniestro vial,,Balvanera
Viernes,23,Lesiones por siniestro vial,,Villa Gral. Mitre
Sábado,2,Lesiones por siniestro vial,,Villa Riachuelo
Sábado,10,Lesiones por siniestro vial,,San Cristóbal
Sábado,11,Lesiones por siniestro vial,,
Sábado,11,Lesiones por siniestro vial,,Palermo
Sábado,12,Lesiones por siniestro vial,,Versalles
